,species,mirid,mirfam,chrom,start,end,strand
2727,Bos_taurus,Hsa-Mir-505-v1,Mir-505,Super-Scaffold_1723_ScbfJmS_2085,5196476,5196533,+
2728,Bos_taurus,Hsa-Mir-505-v1,Mir-505,X,23321245,23321303,-
2729,Bos_taurus,Hsa-Mir-9-P2,Mir-9,7,88196019,88196077,-
2730,Bos_taurus,Hsa-Mir-221-P1,Mir-221,X,98126638,98126699,+
2731,Bos_taurus,Hsa-Mir-122,Mir-122,24,57588152,57588208,+
2732,Bos_taurus,Hsa-Mir-431,Mir-431,21,65778735,65778798,+
2733,Bos_taurus,Hsa-Mir-154-P3a-v1,Mir-154,21,65916119,65916173,+
2734,Bos_taurus,Hsa-Mir-148-P3,Mir-148,5,25734120,25734180,-
2735,Bos_taurus,Hsa-Mir-196-P3,Mir-196,4,68873168,68873224,+
2736,Bos_taurus,Hsa-Mir-95-P1,Mir-95,6,114336300,114336356,-
2737,Bos_taurus,Hsa-Mir-154-P36,Mir-154,21,65953906,65953958,+
2738,Bos_taurus,Hsa-Mir-203-v2,Mir-203,21,68645106,68645164,+
2739,Bos_taurus,Hsa-Mir-483,Mir-483,29,49418346,49418401,+
2740,Bos_taurus,Hsa-Mir-34-P2b,Mir-34,15,21817440,21817493,+
2741,Bos_taurus,Hsa-Mir-199-P3-v2,Mir-199,16,39625357,39625417,-
2742,Bos_taurus,Hsa-Mir-199-P2-v1,Mir-199,7,15283415,15283477,-
2743,Bos_taurus,Hsa-Let-7-P2c2,Let-7,5,50983056,50983132,-
2744,Bos_taurus,Hsa-Mir-15-P1a,Mir-15,12,19501072,19501130,-
2745,Bos_taurus,Hsa-Mir-196-P1,Mir-196,19,37860887,37860945,+
2746,Bos_taurus,Hsa-Mir-101-P1-v1,Mir-101,3,80335449,80335504,+
2747,Bos_taurus,Hsa-Mir-17-P1c,Mir-17,25,36355775,36355835,+
2748,Bos_taurus,Hsa-Mir-154-P22,Mir-154,21,65922475,65922531,+
2749,Bos_taurus,Hsa-Mir-133-P2-v2,Mir-133,24,34456704,34456762,+
2750,Bos_taurus,Hsa-Mir-10-P3b,Mir-10,18,57689570,57689628,+
2751,Bos_taurus,Hsa-Mir-10-P2c,Mir-10,1,20435352,20435411,-
2752,Bos_taurus,Hsa-Mir-187,Mir-187,24,21219318,21219373,+
2753,Bos_taurus,Hsa-Mir-361-v2,Mir-361,X,66328073,66328132,+
2754,Bos_taurus,Hsa-Mir-3059,Mir-3059,5,16452780,16452837,-
2755,Bos_taurus,Hsa-Mir-30-P2c,Mir-30,14,7045582,7045640,+
2756,Bos_taurus,Hsa-Mir-542-v1,Mir-542,X,18237457,18237515,-
2757,Bos_taurus,Hsa-Mir-134,Mir-134,21,65943910,65943969,+
2758,Bos_taurus,Hsa-Mir-362-P2-v2,Mir-362,X,87737937,87737997,+
2759,Bos_taurus,Hsa-Let-7-P1a,Let-7,15,32812704,32812770,-
2760,Bos_taurus,Hsa-Mir-21,Mir-21,19,10803478,10803536,+
2761,Bos_taurus,Hsa-Mir-214-v1,Mir-214,16,39619567,39619629,-
2762,Bos_taurus,Hsa-Mir-17-P3c,Mir-17,25,36355573,36355630,+
2763,Bos_taurus,Hsa-Mir-30-P2b,Mir-30,3,105457765,105457825,-
2764,Bos_taurus,Hsa-Mir-26-P3,Mir-26,22,11420454,11420513,+
2765,Bos_taurus,Hsa-Mir-885,Mir-885,22,54438300,54438353,-
2766,Bos_taurus,Hsa-Mir-154-P30,Mir-154,21,65915955,65916009,+
2767,Bos_taurus,Hsa-Mir-154-P26,Mir-154,21,65916417,65916473,+
2768,Bos_taurus,Hsa-Mir-133-P3-v2,Mir-133,23,24571313,24571370,+
2769,Bos_taurus,Hsa-Mir-142-v4,Mir-142,19,9301443,9301505,-
2770,Bos_taurus,Hsa-Mir-874,Mir-874,7,49091405,49091462,-
2771,Bos_taurus,Hsa-Mir-29-P2a,Mir-29,4,94636850,94636913,-
2772,Bos_taurus,Hsa-Mir-8-P1b,Mir-8,5,103498836,103498900,-
2773,Bos_taurus,Hsa-Mir-491,Mir-491,8,23698543,23698598,-
2774,Bos_taurus,Hsa-Mir-101-P1-v2,Mir-101,3,80335448,80335505,+
2775,Bos_taurus,Hsa-Mir-3085,Mir-3085,26,19015686,19015746,-
2776,Bos_taurus,Hsa-Mir-137-P1-v1,Mir-137,3,45241111,45241168,+
2777,Bos_taurus,Hsa-Mir-188-P3,Mir-188,X,87740092,87740149,+
2778,Bos_taurus,Hsa-Mir-154-P17,Mir-154,21,65934206,65934262,+
2779,Bos_taurus,Hsa-Mir-1911,Mir-1911,X,63096210,63096267,+
2780,Bos_taurus,Hsa-Mir-676,Mir-676,X,80422817,80422864,-
2781,Bos_taurus,Hsa-Mir-361-v1,Mir-361,X,66328072,66328133,+
2782,Bos_taurus,Hsa-Mir-490,Mir-490,4,100636708,100636766,+
2783,Bos_taurus,Hsa-Mir-186,Mir-186,3,74160347,74160406,+
2784,Bos_taurus,Hsa-Mir-342,Mir-342,21,65057664,65057728,+
2785,Bos_taurus,Hsa-Mir-194-P1,Mir-194,29,43114583,43114639,-
2786,Bos_taurus,Hsa-Mir-362-P2-v1,Mir-362,X,87737937,87737997,+
2787,Bos_taurus,Hsa-Mir-221-P2,Mir-221,X,98125948,98126010,+
2788,Bos_taurus,Hsa-Mir-203-v1,Mir-203,21,68645106,68645164,+
2789,Bos_taurus,Hsa-Mir-505-v2,Mir-505,Super-Scaffold_1723_ScbfJmS_2085,5196476,5196533,+
2790,Bos_taurus,Hsa-Mir-505-v2,Mir-505,X,23321245,23321303,-
2791,Bos_taurus,Hsa-Mir-144,Mir-144,19,20238702,20238758,-
2792,Bos_taurus,Hsa-Mir-202,Mir-202,26,25761627,25761683,+
2793,Bos_taurus,Hsa-Mir-154-P3b,Mir-154,21,65945375,65945430,+
2794,Bos_taurus,Hsa-Mir-1-P3,Mir-1,23,24567217,24567275,+
2795,Bos_taurus,Hsa-Mir-192-P2,Mir-192,16,23607655,23607714,-
2796,Bos_taurus,Hsa-Mir-137-P1-v2,Mir-137,3,45241111,45241169,+
2797,Bos_taurus,Hsa-Mir-29-P1b,Mir-29,16,75577622,75577678,+
2798,Bos_taurus,Hsa-Mir-29-P1b,Mir-29,16,75660929,75660985,+
2799,Bos_taurus,Hsa-Mir-139,Mir-139,15,52174696,52174754,-
2800,Bos_taurus,Hsa-Mir-425,Mir-425,22,50971474,50971535,+
2801,Bos_taurus,Hsa-Mir-138-P2,Mir-138,18,24910581,24910648,+
2802,Bos_taurus,Hsa-Mir-10-P2b,Mir-10,18,57688895,57688953,+
2803,Bos_taurus,Hsa-Mir-153-P1,Mir-153,2,107240966,107241025,-
2804,Bos_taurus,Hsa-Mir-1301,Mir-1301,11,73985199,73985255,+
2805,Bos_taurus,Hsa-Mir-511,Mir-511,13,32277314,32277360,+
2806,Bos_taurus,Hsa-Mir-430-P2,Mir-430,6,12980222,12980282,+
2807,Bos_taurus,Hsa-Mir-96-P1,Mir-96,4,93595936,93595999,-
2808,Bos_taurus,Hsa-Mir-7-P2,Mir-7,21,19582955,19583014,+
2809,Bos_taurus,Hsa-Mir-130-P2a,Mir-130,19,10121305,10121364,-
2810,Bos_taurus,Hsa-Mir-143,Mir-143,7,60812141,60812194,+
2811,Bos_taurus,Hsa-Mir-154-P16,Mir-154,21,65940522,65940578,+
2812,Bos_taurus,Hsa-Mir-504-v1,Mir-504,Super-Scaffold_1723_ScbfJmS_2085,6428220,6428277,+
2813,Bos_taurus,Hsa-Mir-504-v1,Mir-504,X,22089371,22089429,-
2814,Bos_taurus,Hsa-Mir-455,Mir-455,8,103437412,103437468,+
2815,Bos_taurus,Hsa-Let-7-P2a3,Let-7,X,90986555,90986625,-
2816,Bos_taurus,Hsa-Mir-95-P2,Mir-95,X,76925587,76925641,+
2817,Bos_taurus,Hsa-Mir-24-P2,Mir-24,8,81617798,81617856,+
2818,Bos_taurus,Hsa-Mir-154-P14,Mir-154,21,65954051,65954104,+
2819,Bos_taurus,Hsa-Mir-330-v1,Mir-330,18,53226516,53226579,-
2820,Bos_taurus,Hsa-Mir-362-P4,Mir-362,X,87742036,87742094,+
2821,Bos_taurus,Hsa-Mir-181-P1b,Mir-181,11,95709010,95709068,+
2822,Bos_taurus,Hsa-Mir-15-P2d,Mir-15,X,18242411,18242473,-
2823,Bos_taurus,Hsa-Mir-10-P1b-v1,Mir-10,2,20762761,20762822,-
2824,Bos_taurus,Hsa-Mir-224,Mir-224,X,34446942,34447010,-
2825,Bos_taurus,Hsa-Mir-135-P3,Mir-135,16,3197455,3197515,-
2826,Bos_taurus,Hsa-Mir-324,Mir-324,19,26938018,26938074,-
2827,Bos_taurus,Hsa-Mir-218-P2,Mir-218,20,554567,554630,-
2828,Bos_taurus,Hsa-Mir-29-P1a,Mir-29,4,94636468,94636527,-
2829,Bos_taurus,Hsa-Mir-652,Mir-652,X,58480904,58480964,+
2830,Bos_taurus,Hsa-Mir-1298,Mir-1298,X,63075822,63075894,+
2831,Bos_taurus,Hsa-Mir-383-v1,Mir-383,27,22249023,22249083,+
2832,Bos_taurus,Hsa-Mir-184,Mir-184,21,25438425,25438484,+
2833,Bos_taurus,Hsa-Mir-370,Mir-370,21,65808195,65808250,+
2834,Bos_taurus,Hsa-Mir-181-P2b,Mir-181,11,95710202,95710260,+
2835,Bos_taurus,Hsa-Mir-34-P3a,Mir-34,20,23943327,23943387,+
2836,Bos_taurus,Hsa-Mir-744,Mir-744,19,30697367,30697443,+
2837,Bos_taurus,Hsa-Mir-132-P1,Mir-132,19,23070728,23070785,-
2838,Bos_taurus,Hsa-Mir-15-P2a,Mir-15,12,19500926,19500990,-
2839,Bos_taurus,Hsa-Mir-338-P1-as,Mir-338,19,51569633,51569695,-
2840,Bos_taurus,Hsa-Mir-188-P2,Mir-188,X,87724747,87724804,+
2841,Bos_taurus,Hsa-Mir-32,Mir-32,8,98629026,98629087,-
2842,Bos_taurus,Hsa-Mir-935-v2,Mir-935,18,61651412,61651470,+
2843,Bos_taurus,Hsa-Let-7-P2a1,Let-7,8,85450401,85450471,+
2844,Bos_taurus,Hsa-Mir-147-v2,Mir-147,10,65015868,65015925,-
2845,Bos_taurus,Hsa-Mir-17-P3b,Mir-17,X,17975938,17975998,-
2846,Bos_taurus,Hsa-Mir-193-P2a,Mir-193,19,18461524,18461584,-
2847,Bos_taurus,Hsa-Mir-128-P2,Mir-128,22,9705228,9705284,+
2848,Bos_taurus,Hsa-Mir-26-P2,Mir-26,5,55652085,55652143,+
2849,Bos_taurus,Hsa-Mir-127,Mir-127,21,65780710,65780764,+
2850,Bos_taurus,Hsa-Mir-346,Mir-346,28,41000089,41000148,-
2851,Bos_taurus,Hsa-Mir-199-P1-v1,Mir-199,11,98855761,98855821,-
2852,Bos_taurus,Hsa-Mir-6529,Mir-6529,1,64851612,64851672,-
2853,Bos_taurus,Hsa-Mir-10-P1b-v2,Mir-10,2,20762762,20762821,-
2854,Bos_taurus,Hsa-Mir-197,Mir-197,3,33850286,33850346,-
2855,Bos_taurus,Hsa-Mir-124-P2-v1,Mir-124,14,29124377,29124434,+
2856,Bos_taurus,Hsa-Mir-188-P1,Mir-188,X,87725069,87725127,+
2857,Bos_taurus,Hsa-Mir-205-P1,Mir-205,16,73900711,73900769,-
2858,Bos_taurus,Hsa-Mir-154-P4b,Mir-154,21,65917466,65917835,+
2859,Bos_taurus,Hsa-Mir-30-P1a,Mir-30,9,10532174,10532236,-
2860,Bos_taurus,Hsa-Mir-34-P2a,Mir-34,15,21816740,21816797,+
2861,Bos_taurus,Hsa-Mir-92-P1a,Mir-92,12,65690127,65690184,+
2862,Bos_taurus,Hsa-Mir-154-P12,Mir-154,21,65954525,65954579,+
2863,Bos_taurus,Hsa-Mir-148-P1,Mir-148,4,69949484,69949542,+
2864,Bos_taurus,Hsa-Mir-29-P2b-v1,Mir-29,16,75577055,75577117,+
2865,Bos_taurus,Hsa-Mir-29-P2b-v1,Mir-29,16,75660383,75660445,+
2866,Bos_taurus,Hsa-Mir-19-P2a,Mir-19,12,65690010,65690069,+
2867,Bos_taurus,Hsa-Mir-105-P1,Mir-105,X,34766814,34766872,-
2868,Bos_taurus,Hsa-Mir-326,Mir-326,15,54537281,54537340,-
2869,Bos_taurus,Hsa-Mir-96-P3-v1,Mir-96,4,93596161,93596222,-
2870,Bos_taurus,Hsa-Mir-95-P4,Mir-95,X,62992995,62993056,+
2871,Bos_taurus,Hsa-Mir-199-P1-v2,Mir-199,11,98855761,98855821,-
2872,Bos_taurus,Hsa-Mir-450-P3,Mir-450,X,18236226,18236283,-
2873,Bos_taurus,Hsa-Let-7-P2a2,Let-7,5,116408412,116408479,+
2874,Bos_taurus,Hsa-Mir-452-v2,Mir-452,X,34447983,34448039,-
2875,Bos_taurus,Hsa-Mir-15-P1c,Mir-15,19,26807843,26807904,-
2876,Bos_taurus,Hsa-Mir-489-v2,Mir-489,4,10822882,10822943,-
2877,Bos_taurus,Hsa-Mir-148-P2,Mir-148,19,38444488,38444545,+
2878,Bos_taurus,Hsa-Mir-590,Mir-590,25,33202661,33202721,-
2879,Bos_taurus,Hsa-Mir-154-P6,Mir-154,21,65951142,65951200,+
2880,Bos_taurus,Hsa-Mir-452-v1,Mir-452,X,34447982,34448042,-
2881,Bos_taurus,Hsa-Let-7-P2c1,Let-7,8,85452963,85453036,+
2882,Bos_taurus,Hsa-Mir-154-P10,Mir-154,21,65943534,65943590,+
2883,Bos_taurus,Hsa-Mir-10-P1a-v1,Mir-10,19,37912323,37912384,+
2884,Bos_taurus,Hsa-Mir-142-v2,Mir-142,19,9301445,9301503,-
2885,Bos_taurus,Hsa-Mir-192-P1,Mir-192,29,43114370,43114434,-
2886,Bos_taurus,Hsa-Mir-101-P2-v2,Mir-101,8,39689038,39689096,-
2887,Bos_taurus,Hsa-Mir-376-P1,Mir-376,21,65930079,65930135,+
2888,Bos_taurus,Hsa-Mir-214-v2,Mir-214,16,39619567,39619629,-
2889,Bos_taurus,Hsa-Mir-499,Mir-499,13,64292595,64292652,+
2890,Bos_taurus,Hsa-Mir-154-P1,Mir-154,21,65948699,65948755,+
2891,Bos_taurus,Hsa-Mir-190-P2,Mir-190,3,16316841,16316899,+
2892,Bos_taurus,Hsa-Mir-592,Mir-592,4,91320621,91320680,-
2893,Bos_taurus,Hsa-Mir-154-P18,Mir-154,21,65920328,65920382,+
2894,Bos_taurus,Hsa-Mir-154-P7,Mir-154,21,65912522,65912579,+
2895,Bos_taurus,Hsa-Mir-15-P1d,Mir-15,X,18242762,18242820,-
2896,Bos_taurus,Hsa-Mir-138-P1,Mir-138,22,16003777,16003836,+
2897,Bos_taurus,Hsa-Mir-430-P3,Mir-430,6,12980363,12980417,+
2898,Bos_taurus,Hsa-Mir-504-v2,Mir-504,Super-Scaffold_1723_ScbfJmS_2085,6428221,6428276,+
2899,Bos_taurus,Hsa-Mir-504-v2,Mir-504,X,22089372,22089428,-
2900,Bos_taurus,Hsa-Mir-615,Mir-615,5,25998839,25998902,-
2901,Bos_taurus,Hsa-Mir-199-P3-v1,Mir-199,16,39625357,39625417,-
2902,Bos_taurus,Hsa-Mir-185,Mir-185,17,72954605,72954659,+
2903,Bos_taurus,Hsa-Mir-208-P1,Mir-208,10,21534425,21534480,+
2904,Bos_taurus,Hsa-Mir-29-P2b-v2,Mir-29,16,75577056,75577116,+
2905,Bos_taurus,Hsa-Mir-29-P2b-v2,Mir-29,16,75660384,75660444,+
2906,Bos_taurus,Hsa-Mir-92-P2c,Mir-92,25,36355978,36356036,+
2907,Bos_taurus,Hsa-Mir-9851,Mir-9851,26,37221501,37221557,-
2908,Bos_taurus,Hsa-Mir-136-v2,Mir-136,21,65782383,65782437,+
2909,Bos_taurus,Hsa-Mir-33-P2,Mir-33,19,34647562,34647617,+
2910,Bos_taurus,Hsa-Mir-769,Mir-769,18,53513527,53513586,+
2911,Bos_taurus,Hsa-Mir-30-P1c,Mir-30,14,7041142,7041202,+
2912,Bos_taurus,Hsa-Mir-376-P4,Mir-376,21,65928962,65929018,+
2913,Bos_taurus,Hsa-Mir-146-P1,Mir-146,7,72071567,72071623,+
2914,Bos_taurus,Hsa-Mir-551-P2,Mir-551,1,98873855,98873914,-
2915,Bos_taurus,Hsa-Mir-133-P3-v1,Mir-133,23,24571313,24571370,+
2916,Bos_taurus,Hsa-Mir-17-P2b,Mir-17,X,17976173,17976237,-
2917,Bos_taurus,Hsa-Mir-204-P1,Mir-204,8,46962522,46962581,-
2918,Bos_taurus,Hsa-Mir-218-P1,Mir-218,6,40087153,40087215,+
2919,Bos_taurus,Hsa-Mir-181-P1a,Mir-181,16,77762860,77762922,-
2920,Bos_taurus,Hsa-Mir-23-P2,Mir-23,8,81617030,81617089,+
2921,Bos_taurus,Hsa-Mir-671,Mir-671,4,113815921,113815979,+
2922,Bos_taurus,Hsa-Let-7-P1b,Let-7,18,57689064,57689129,+
2923,Bos_taurus,Hsa-Mir-154-P3a-v2,Mir-154,21,65916119,65916173,+
2924,Bos_taurus,Hsa-Mir-1-P2,Mir-1,24,34453384,34453443,+
2925,Bos_taurus,Hsa-Mir-19-P2b,Mir-19,X,17975815,17975876,-
2926,Bos_taurus,Hsa-Mir-374-P1,Mir-374,X,76853058,76853108,+
2927,Bos_taurus,Hsa-Mir-154-P28a,Mir-154,21,65932019,65932077,+
2928,Bos_taurus,Hsa-Mir-7-P1,Mir-7,8,77219265,77219328,-
2929,Bos_taurus,Hsa-Mir-9-P1,Mir-9,3,14409917,14409976,+
2930,Bos_taurus,Hsa-Mir-1343,Mir-1343,15,65460281,65460338,+
2931,Bos_taurus,Hsa-Mir-191,Mir-191,22,50970993,50971055,+
2932,Bos_taurus,Hsa-Mir-140-v1,Mir-140,18,36962028,36962088,+
2933,Bos_taurus,Hsa-Mir-126-v3,Mir-126,11,104085480,104085537,+
2934,Bos_taurus,Hsa-Mir-194-P2,Mir-194,16,23607952,23608009,-
2935,Bos_taurus,Hsa-Mir-33-P1,Mir-33,5,112884578,112884637,+
2936,Bos_taurus,Hsa-Let-7-P2b2,Let-7,5,116409214,116409288,+
2937,Bos_taurus,Hsa-Mir-653,Mir-653,4,10822222,10822278,-
2938,Bos_taurus,Hsa-Mir-154-P19,Mir-154,21,65923886,65923941,+
2939,Bos_taurus,Hsa-Mir-1271,Mir-1271,7,37843339,37843395,+
2940,Bos_taurus,Hsa-Mir-154-P4a,Mir-154,21,65917155,65917213,+
2941,Bos_taurus,Hsa-Mir-154-P4a,Mir-154,21,65917466,65917524,+
2942,Bos_taurus,Hsa-Mir-128-P1,Mir-128,2,61675787,61675842,-
2943,Bos_taurus,Hsa-Mir-130-P4a,Mir-130,19,10111659,10111723,-
2944,Bos_taurus,Hsa-Mir-154-P23,Mir-154,21,65929489,65929543,+
2945,Bos_taurus,Hsa-Mir-199-P2-v2,Mir-199,7,15283415,15283477,-
2946,Bos_taurus,Hsa-Mir-193-P2b,Mir-193,25,13253598,13253657,+
2947,Bos_taurus,Hsa-Mir-154-P9,Mir-154,21,65933714,65933775,+
2948,Bos_taurus,Hsa-Mir-375,Mir-375,2,106945890,106945946,-
2949,Bos_taurus,Hsa-Mir-154-P8,Mir-154,21,65915442,65915497,+
2950,Bos_taurus,Hsa-Mir-760,Mir-760,3,49637583,49637640,-
2951,Bos_taurus,Hsa-Mir-92-P1b,Mir-92,X,17975665,17975725,-
2952,Bos_taurus,Hsa-Mir-15-P2b,Mir-15,1,107073634,107073698,-
2953,Bos_taurus,Hsa-Mir-135-P1,Mir-135,22,48588916,48588974,+
2954,Bos_taurus,Hsa-Mir-1908,Mir-1908,29,40256513,40256568,-
2955,Bos_taurus,Hsa-Mir-92-P1c,Mir-92,3,15425813,15425875,-
2956,Bos_taurus,Hsa-Mir-30-P1b,Mir-30,3,105460892,105460955,-
2957,Bos_taurus,Hsa-Mir-544,Mir-544,21,65937022,65937077,+
2958,Bos_taurus,Hsa-Mir-544,Mir-544,7,71549125,71549184,+
2959,Bos_taurus,Hsa-Mir-219-P2,Mir-219,11,98985288,98985352,-
2960,Bos_taurus,Hsa-Mir-154-P29,Mir-154,21,65920672,65920727,+
2961,Bos_taurus,Hsa-Let-7-P2c3,Let-7,22,48636410,48636486,+
2962,Bos_taurus,Hsa-Mir-1-P1,Mir-1,13,54745914,54745974,-
2963,Bos_taurus,Hsa-Mir-432,Mir-432,21,65782196,65782263,+
2964,Bos_taurus,Hsa-Mir-488,Mir-488,16,58247524,58247582,-
2965,Bos_taurus,Hsa-Mir-154-P20-v2,Mir-154,21,65949536,65949590,+
2966,Bos_taurus,Hsa-Mir-193-P1b,Mir-193,25,13248845,13248902,+
2967,Bos_taurus,Hsa-Mir-374-P2,Mir-374,X,76925427,76925477,+
2968,Bos_taurus,Hsa-Mir-376-P2,Mir-376,21,65929333,65929389,+
2969,Bos_taurus,Hsa-Mir-296,Mir-296,13,57550938,57550991,+
2970,Bos_taurus,Hsa-Mir-628,Mir-628,10,54959666,54959725,+
2971,Bos_taurus,Hsa-Mir-199-P2-v3,Mir-199,7,15283415,15283477,-
2972,Bos_taurus,Hsa-Mir-124-P2-v2,Mir-124,14,29124377,29124433,+
2973,Bos_taurus,Hsa-Mir-34-P3c,Mir-34,20,23941720,23941781,+
2974,Bos_taurus,Hsa-Mir-208-P2,Mir-208,10,21505524,21505579,+
2975,Bos_taurus,Hsa-Mir-154-P13,Mir-154,21,65913749,65913803,+
2976,Bos_taurus,Hsa-Mir-154-P2-v2,Mir-154,21,65914212,65914263,+
2977,Bos_taurus,Hsa-Mir-95-P3-v1,Mir-95,X,76853219,76853280,+
2978,Bos_taurus,Hsa-Mir-28-P1,Mir-28,1,78661469,78661530,-
2979,Bos_taurus,Hsa-Mir-154-P5,Mir-154,21,65954194,65954248,+
2980,Bos_taurus,Hsa-Mir-223,Mir-223,X,94562842,94562904,-
2981,Bos_taurus,Hsa-Mir-542-v2,Mir-542,X,18237458,18237514,-
2982,Bos_taurus,Hsa-Mir-27-P2,Mir-27,8,81617257,81617318,+
2983,Bos_taurus,Hsa-Mir-146-P2,Mir-146,26,23057629,23057687,+
2984,Bos_taurus,Hsa-Mir-92-P2b,Mir-92,X,17975509,17975573,-
2985,Bos_taurus,Hsa-Mir-338-P1,Mir-338,19,51569634,51569691,+
2986,Bos_taurus,Hsa-Mir-95-P3-v2,Mir-95,X,76853221,76853279,+
2987,Bos_taurus,Hsa-Mir-199-P3-v3,Mir-199,16,39625357,39625417,-
2988,Bos_taurus,Hsa-Mir-493,Mir-493,21,65766694,65766754,+
2989,Bos_taurus,Hsa-Mir-448,Mir-448,X,63159365,63159443,+
2990,Bos_taurus,Hsa-Mir-362-P1,Mir-362,X,87736673,87736730,+
2991,Bos_taurus,Hsa-Mir-96-P3-v2,Mir-96,4,93596162,93596221,-
2992,Bos_taurus,Hsa-Mir-10-P1a-v2,Mir-10,19,37912324,37912383,+
2993,Bos_taurus,Hsa-Mir-17-P3a,Mir-17,12,65689874,65689931,+
2994,Bos_taurus,Hsa-Mir-10-P2a,Mir-10,15,32818535,32818591,-
2995,Bos_taurus,Hsa-Mir-2355,Mir-2355,2,95400111,95400177,-
2996,Bos_taurus,Hsa-Let-7-P2b3,Let-7,X,90985665,90985743,-
2997,Bos_taurus,Hsa-Mir-101-P2-v1,Mir-101,8,39689039,39689095,-
2998,Bos_taurus,Hsa-Let-7-P1c,Let-7,1,20434624,20434690,-
2999,Oryctolagus_cuniculus,Hsa-Mir-1912,Mir-1912,X,63087551,63087605,+
3000,Oryctolagus_cuniculus,Hsa-Mir-129-P1,Mir-129,7,16127062,16127127,-
3001,Oryctolagus_cuniculus,Hsa-Mir-1296,Mir-1296,18,22894372,22894435,+
3002,Oryctolagus_cuniculus,Hsa-Mir-154-P27,Mir-154,chrUn0352,138027,138084,+
3003,Oryctolagus_cuniculus,Hsa-Mir-193-P1a,Mir-193,19,21181591,21181645,+
3004,Oryctolagus_cuniculus,Hsa-Mir-154-P15,Mir-154,chrUn0352,143742,143799,+
3005,Oryctolagus_cuniculus,Hsa-Mir-142-v3,Mir-142,19,29938907,29938964,+
3006,Oryctolagus_cuniculus,Hsa-Mir-130-P2b,Mir-130,21,5522621,5522677,+
3007,Oryctolagus_cuniculus,Hsa-Mir-459,Mir-459,chrUn0031,2484483,2484542,+
3008,Oryctolagus_cuniculus,Hsa-Mir-17-P1a,Mir-17,8,93067700,93067758,+
3009,Oryctolagus_cuniculus,Hsa-Mir-376-P3,Mir-376,chrUn0352,133510,133566,+
3010,Oryctolagus_cuniculus,Hsa-Mir-103-P2,Mir-103,4,10776358,10776416,+
3011,Oryctolagus_cuniculus,Hsa-Mir-142-v1,Mir-142,19,29938907,29938964,+
3012,Oryctolagus_cuniculus,Hsa-Mir-486,Mir-486,chrUn0008,1523815,1523876,+
3013,Oryctolagus_cuniculus,Hsa-Mir-873-v1,Mir-873,1,24466639,24466696,+
3014,Oryctolagus_cuniculus,Hsa-Mir-145,Mir-145,3,31259936,31259994,+
3015,Oryctolagus_cuniculus,Hsa-Mir-430-P4,Mir-430,15,36770113,36770172,+
3016,Oryctolagus_cuniculus,Hsa-Mir-873-v2,Mir-873,1,24466640,24466695,+
3017,Oryctolagus_cuniculus,Hsa-Mir-430-P5,Mir-430,chrUn0226,216438,216497,-
3018,Oryctolagus_cuniculus,Hsa-Mir-135-P2,Mir-135,4,76791385,76791443,+
3019,Oryctolagus_cuniculus,Hsa-Mir-129-P2,Mir-129,1,183233897,183233959,+
3020,Oryctolagus_cuniculus,Hsa-Mir-15-P2c,Mir-15,19,12026541,12026600,+
3021,Oryctolagus_cuniculus,Hsa-Mir-1249,Mir-1249,chrUn0264,178971,179028,+
3022,Oryctolagus_cuniculus,Hsa-Mir-433,Mir-433,chrUn0352,6783,6855,+
3023,Oryctolagus_cuniculus,Hsa-Mir-876,Mir-876,1,24482713,24482770,+
3024,Oryctolagus_cuniculus,Hsa-Mir-337-as,Mir-337,chrUn0352,1560,1620,-
3025,Oryctolagus_cuniculus,Hsa-Mir-8-P2b,Mir-8,8,32966986,32967047,+
3026,Oryctolagus_cuniculus,Hsa-Let-7-P2b1,Let-7,1,71564252,71564327,+
3027,Oryctolagus_cuniculus,Hsa-Mir-34-P3b,Mir-34,11,71142387,71142447,-
3028,Oryctolagus_cuniculus,Hsa-Mir-378,Mir-378,3,31535184,31535242,+
3029,Oryctolagus_cuniculus,Hsa-Mir-582,Mir-582,11,75636026,75636085,-
3030,Oryctolagus_cuniculus,Hsa-Mir-506-P6b,Mir-506,chrUn0002,10678467,10678525,-
3031,Oryctolagus_cuniculus,Hsa-Mir-383-v2,Mir-383,chrUn0011,835691,835752,+
3032,Oryctolagus_cuniculus,Hsa-Mir-154-P2-v1,Mir-154,chrUn0352,123313,123366,+
3033,Oryctolagus_cuniculus,Hsa-Mir-31,Mir-31,1,32242013,32242070,+
3034,Oryctolagus_cuniculus,Hsa-Mir-133-P2-v1,Mir-133,9,63180526,63180585,-
3035,Oryctolagus_cuniculus,Hsa-Mir-506-P3,Mir-506,chrUn0002,10705716,10705773,-
3036,Oryctolagus_cuniculus,Hsa-Mir-541,Mir-541,chrUn0352,152091,152155,+
3037,Oryctolagus_cuniculus,Hsa-Mir-30-P2a,Mir-30,12,58129088,58129149,-
3038,Oryctolagus_cuniculus,Hsa-Mir-130-P1a,Mir-130,1,190714202,190714262,+
3039,Oryctolagus_cuniculus,Hsa-Mir-130-P1b,Mir-130,21,5522960,5523018,+
3040,Oryctolagus_cuniculus,Hsa-Mir-155,Mir-155,14,154700616,154700675,+
3041,Oryctolagus_cuniculus,Hsa-Mir-147-v1,Mir-147,17,27150524,27150583,-
3042,Oryctolagus_cuniculus,Hsa-Mir-430-P1,Mir-430,15,36769950,36770009,+
